,Company,TypeName,Inches,ScreenResolution,Ram,Gpu,OpSys,Price,Memory1,Memory2,Processor
911,HP,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,8.0,Intel HD Graphics 515,Windows 10,165168.0,240GB SSD,No additional storage,Intel Core M
912,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,Nvidia GeForce 940MX,Windows 10,42037.92,256GB SSD,No additional storage,Intel Core i7
913,HP,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,54291.7872,256GB SSD,No additional storage,Intel Core i7
914,Acer,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,26586.72,1TB HDD,No additional storage,Intel Core i3
915,Lenovo,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,46939.68,128GB SSD,No additional storage,Intel Core i5
916,HP,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,51148.8,256GB SSD,No additional storage,Intel Core i5
917,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,85194.72,256GB SSD,1TB HDD,Intel Core i7
918,Dell,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,71874.72,128GB SSD,1TB HDD,Intel Core i7
919,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,59668.8048,128GB SSD,1TB HDD,Intel Core i5
920,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M420,Windows 10,36496.2672,1TB HDD,No additional storage,Intel Core i5
921,HP,Ultrabook,15.6,Full HD 1920x1080,8.0,AMD Radeon R7 M365X,Windows 10,69103.6272,256GB SSD,No additional storage,Intel Core i7
924,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,97236.0,512GB SSD,No additional storage,Intel Core i5
925,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,38889.072,500GB HDD,No additional storage,Intel Core i5
926,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,87912.0,256GB SSD,No additional storage,Intel Core i7
927,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,62071.2,256GB SSD,No additional storage,Intel Core i5
928,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,37725.4368,1TB HDD,No additional storage,Intel Core i5
929,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 10,61218.72,500GB HDD,No additional storage,Intel Core i5
930,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 505,Windows 10,16463.52,1TB HDD,No additional storage,Intel Pentium
931,HP,Ultrabook,12.5,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,84129.12,500GB HDD,No additional storage,Intel Core i5
932,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 400,No OS,15392.592,1TB HDD,No additional storage,Intel Celeron
933,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,16.0,Intel Iris Graphics 540,Windows 10,95850.72,1TB SSD,No additional storage,Intel Core i7
934,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,58874.4,128GB SSD,No additional storage,Intel Core i5
935,HP,Netbook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,88924.32,256GB SSD,No additional storage,Intel Core i5
936,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,29762.208,1TB HDD,No additional storage,Intel Core i3
937,MSI,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,63882.72,128GB SSD,1TB HDD,Intel Core i7
939,Dell,Gaming,17.3,2560x1440,16.0,Nvidia GeForce GTX 1080,Windows 10,146946.24,512GB SSD,1TB HDD,Intel Core i7
940,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 965M,Windows 10,74538.72,128GB SSD,1TB HDD,Intel Core i5
941,Asus,Notebook,17.3,1600x900,4.0,Nvidia GeForce 920MX,Windows 10,28238.4,1TB HDD,No additional storage,Intel Pentium
942,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,32980.32,500GB HDD,No additional storage,Intel Core i5
943,Toshiba,Notebook,15.6,1366x768,8.0,Intel HD Graphics 520,Windows 10,59620.32,256GB SSD,No additional storage,Intel Core i5
944,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 515,Windows 10,69210.72,256GB SSD,No additional storage,Intel Core M
945,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16.0,AMD Radeon R9 M385,Windows 10,53226.72,512GB SSD,1TB HDD,AMD FX
946,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics,Windows 10,78438.816,256GB SSD,No additional storage,Intel Core i5
947,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce 920MX,No OS,36496.8,1TB HDD,No additional storage,Intel Core i7
948,Dell,Notebook,17.3,1600x900,4.0,AMD Radeon R7 M445,Windows 10,35111.52,1TB HDD,No additional storage,Intel Core i3
949,Acer,Notebook,14.0,1366x768,4.0,Intel HD Graphics 400,Chrome OS,18594.72,32GB Flash Storage,No additional storage,Intel Celeron
950,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia Quadro M1000M,Windows 10,119826.72,8GB SSD,No additional storage,Intel Core i7
951,Dell,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,94572.0,256GB SSD,No additional storage,Intel Core i7
952,Toshiba,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,77788.8,256GB SSD,No additional storage,Intel Core i5
953,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 515,Chrome OS,61751.52,64GB Flash Storage,No additional storage,Intel Core M
954,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,79333.3872,256GB SSD,No additional storage,Intel Core i7
955,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 1070,Windows 10,168045.12,512GB SSD,1TB HDD,Intel Core i7
956,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 615,Windows 10,101178.72,256GB SSD,No additional storage,Intel Core i5
957,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,4.0,Intel HD Graphics 505,Windows 10,41292.0,256GB SSD,No additional storage,Intel Pentium
958,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,8.0,Intel HD Graphics 520,Windows 10,67559.04,256GB SSD,No additional storage,Intel Core i7
959,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,4.0,Intel HD Graphics 400,Chrome OS,20725.92,32GB Flash Storage,No additional storage,Intel Celeron
960,Toshiba,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,81784.8,256GB SSD,No additional storage,Intel Core i5
961,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,93772.8,256GB SSD,No additional storage,Intel Core i5
962,Acer,Notebook,15.6,Full HD 1920x1080,12.0,Nvidia GeForce GTX 950M,Windows 10,53759.52,128GB SSD,1TB HDD,Intel Core i5
963,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,95371.2,512GB SSD,No additional storage,Intel Core i7
964,HP,Notebook,15.6,1366x768,8.0,Nvidia GeForce 930MX,Windows 10,45101.52,1TB HDD,No additional storage,Intel Core i5
965,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M430,Linux,24808.2336,1TB HDD,No additional storage,Intel Core i3
966,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,43956.0,500GB HDD,No additional storage,Intel Core i5
967,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,36496.8,500GB HDD,No additional storage,Intel Core i3
968,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 1070,Windows 10,167778.72,256GB SSD,1TB HDD,Intel Core i7
969,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,Nvidia GeForce 920MX,Windows 10,37029.6,256GB SSD,No additional storage,Intel Core i5
970,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 615,Windows 10,101178.72,512GB SSD,No additional storage,Intel Core i7
971,Dell,Ultrabook,14.0,Touchscreen 2560x1440,8.0,Intel HD Graphics 520,Windows 10,104587.5744,256GB SSD,No additional storage,Intel Core i7
972,Dell,Gaming,17.3,Full HD 1920x1080,32.0,Nvidia GeForce GTX 1070,Windows 10,149184.0,256GB SSD,1TB HDD,Intel Core i7
973,Toshiba,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,62870.4,256GB SSD,No additional storage,Intel Core i5
974,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,109218.672,256GB SSD,1TB HDD,Intel Core i7
975,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,52161.12,128GB SSD,1TB HDD,Intel Core i5
976,Lenovo,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 7,53386.56,508GB Hybrid,No additional storage,Intel Core i5
977,Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,16.0,Nvidia GeForce GTX 950M,Windows 10,95850.72,512GB SSD,2TB HDD,Intel Core i7
979,Asus,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,93186.72,256GB SSD,1TB HDD,Intel Core i7
980,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12.0,Intel HD Graphics 620,Windows 10,69210.72,512GB SSD,No additional storage,Intel Core i7
981,Toshiba,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 7,63669.6,128GB SSD,No additional storage,Intel Core i5
982,Lenovo,Notebook,15.6,Full HD 1920x1080,6.0,AMD Radeon 530,Windows 10,29250.72,256GB SSD,No additional storage,AMD A12-Series
983,Fujitsu,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,34578.72,256GB SSD,No additional storage,Intel Core i5
984,Toshiba,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 10,48751.2,500GB HDD,No additional storage,Intel Core i5
985,Dell,Notebook,15.6,1366x768,4.0,AMD Radeon R5 M430,Windows 10,31914.72,500GB HDD,No additional storage,Intel Core i5
986,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,42943.68,1TB HDD,No additional storage,Intel Core i5
987,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,63349.92,128GB SSD,1TB HDD,Intel Core i7
988,Dell,Notebook,15.6,1366x768,8.0,AMD Radeon R7 M445,Windows 10,39906.72,1TB HDD,No additional storage,Intel Core i7
989,Dell,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620 ,Windows 10,59620.32,128GB SSD,No additional storage,Intel Core i5
990,HP,Netbook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 515,Windows 10,101658.24,512GB SSD,No additional storage,Intel Core M
991,HP,Notebook,15.6,Full HD 1920x1080,4.0,AMD Radeon 520,Windows 10,26586.72,128GB SSD,1TB HDD,Intel Core i3
992,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 500,No OS,14418.6336,128GB SSD,No additional storage,Intel Celeron
993,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i5
995,Asus,Notebook,13.3,Quad HD+ 3200x1800,8.0,Intel HD Graphics 620,Windows 10,61272.0,256GB SSD,No additional storage,Intel Core i5
996,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i7
997,Acer,Notebook,15.6,1366x768,4.0,Intel HD Graphics 505,Windows 10,20246.4,500GB HDD,No additional storage,Intel Pentium
998,Asus,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1050 Ti,Windows 10,95850.72,256GB SSD,1TB HDD,Intel Core i7
999,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,111301.92,512GB SSD,No additional storage,Intel Core i7
1000,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,67132.8,128GB SSD,1TB HDD,Intel Core i7
1001,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,63349.92,256GB SSD,No additional storage,Intel Core i5
1002,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,29144.16,128GB SSD,No additional storage,Intel Core i3
1003,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,41505.12,500GB HDD,No additional storage,Intel Core i5
1004,Toshiba,Notebook,13.3,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,63669.6,128GB SSD,No additional storage,Intel Core i5
1005,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 520,Windows 10,58607.4672,256GB SSD,No additional storage,Intel Core i5
1006,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,64202.4,256GB SSD,No additional storage,Intel Core i5
1007,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,77202.72,256GB SSD,No additional storage,Intel Core i7
1008,HP,Notebook,14.0,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,55904.5728,256GB SSD,No additional storage,Intel Core i5
1009,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,36443.52,500GB HDD,No additional storage,Intel Core i3
1010,Dell,Gaming,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,50562.72,1.0TB Hybrid,No additional storage,Intel Core i5
1011,HP,Ultrabook,12.5,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,81997.92,500GB HDD,No additional storage,Intel Core i5
1012,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 620,Windows 10,84715.2,256GB SSD,No additional storage,Intel Core i5
1013,HP,Ultrabook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,100550.5488,256GB SSD,No additional storage,Intel Core i7
1014,HP,Notebook,13.3,1366x768,4.0,Intel HD Graphics 620,Windows 10,42624.0,500GB HDD,No additional storage,Intel Core i3
1015,Toshiba,Notebook,13.3,1366x768,8.0,Intel HD Graphics 520,Windows 10,64468.8,256GB SSD,No additional storage,Intel Core i5
1016,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,41025.0672,256GB SSD,No additional storage,Intel Core i3
1017,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,16.0,Nvidia Quadro 3000M,Windows 7,158135.04,512GB SSD,No additional storage,Intel Core i7
1018,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,79387.2,256GB SSD,No additional storage,Intel Core i5
1019,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,118761.12,256GB SSD,No additional storage,Intel Core i7
1020,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,42410.3472,1TB HDD,No additional storage,Intel Core i3
1021,Toshiba,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,84715.2,256GB SSD,No additional storage,Intel Core i5
1022,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,61218.72,256GB SSD,No additional storage,Intel Core i5
1023,HP,Notebook,14.0,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,63159.7104,256GB SSD,No additional storage,Intel Core i7
1024,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,55754.3232,500GB HDD,No additional storage,Intel Core i5
1025,HP,Ultrabook,12.5,1366x768,4.0,Intel HD Graphics 620,Windows 10,83063.52,256GB SSD,No additional storage,Intel Core i5
1026,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,63349.92,500GB HDD,No additional storage,Intel Core i5
1027,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,56476.8,500GB HDD,No additional storage,Intel Core i5
1028,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,8.0,Intel HD Graphics 620,Windows 10,86526.72,256GB SSD,No additional storage,Intel Core i5
1029,HP,Notebook,17.3,Full HD 1920x1080,8.0,Nvidia GeForce 930MX,Windows 10,57542.4,256GB SSD,No additional storage,Intel Core i5
1030,HP,Notebook,14.0,1366x768,4.0,Intel HD Graphics 620,Windows 10,51841.44,256GB SSD,No additional storage,Intel Core i5
1031,Acer,Notebook,15.6,1366x768,6.0,AMD Radeon R5,Windows 10,21791.52,1TB HDD,No additional storage,AMD A9-Series
1032,MSI,Gaming,17.3,Full HD 1920x1080,8.0,Nvidia GeForce GTX 1050,Windows 10,63499.104,128GB SSD,1TB HDD,Intel Core i7
1033,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,63669.6,256GB SSD,No additional storage,Intel Core i5
1034,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,65480.5872,256GB SSD,No additional storage,Intel Core i7
1035,HP,Ultrabook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,71874.72,256GB SSD,No additional storage,Intel Core i7
1036,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,39533.76,500GB HDD,No additional storage,Intel Core i5
1037,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,91908.0,256GB SSD,No additional storage,Intel Core i7
1038,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,56633.976,256GB SSD,No additional storage,Intel Core i5
1039,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,53839.9728,256GB SSD,No additional storage,Intel Core i5
1040,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,4.0,Intel HD Graphics 520,Windows 10,45128.16,256GB SSD,No additional storage,Intel Core i7
1041,Vero,Notebook,14.0,1366x768,2.0,Intel HD Graphics 400,Windows 10,11231.424,32GB Flash Storage,No additional storage,Intel Atom
1042,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce 930M,Windows 10,75924.0,256GB SSD,No additional storage,Intel Core i7
1043,Lenovo,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,55922.688,256GB SSD,No additional storage,Intel Core i5
1044,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 10,53280.0,500GB HDD,No additional storage,Intel Core i5
1045,HP,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 10,112065.9552,256GB SSD,500GB HDD,Intel Core i5
1046,HP,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,78268.32,256GB SSD,No additional storage,Intel Core i5
1047,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,82351.6992,256GB SSD,1TB HDD,Intel Core i7
1048,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 980M,Windows 10,122010.6672,128GB SSD,1TB HDD,Intel Core i7
1049,Asus,Netbook,11.6,1366x768,4.0,Intel HD Graphics 400,Chrome OS,15339.312,16GB Flash Storage,No additional storage,Intel Celeron
1050,Lenovo,Notebook,14.0,IPS Panel 2560x1440,16.0,Intel HD Graphics 520,Windows 7,139593.6,256GB SSD,No additional storage,Intel Core i7
1051,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce 940MX,Windows 10,52161.12,1TB HDD,No additional storage,Intel Core i7
1052,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 620,Windows 10,58288.32,256GB SSD,No additional storage,Intel Core i5
1053,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,Windows 10,52161.12,256GB SSD,No additional storage,Intel Core i5
1054,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,16.0,Intel HD Graphics 620,Windows 10,120093.12,1TB SSD,No additional storage,Intel Core i7
1055,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,37570.392,500GB HDD,No additional storage,Intel Core i3
1056,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 620,No OS,26586.72,500GB HDD,No additional storage,Intel Core i5
1057,Acer,Notebook,15.6,1366x768,8.0,AMD Radeon R5,Windows 10,23922.72,1TB HDD,No additional storage,AMD A8-Series
1058,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,12.0,Intel HD Graphics 620,Windows 10,69210.72,256GB SSD,No additional storage,Intel Core i7
1059,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,96916.32,256GB SSD,1TB HDD,Intel Core i7
1061,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16.0,Nvidia GeForce GTX 965M,No OS,53173.44,1TB HDD,No additional storage,Intel Core i7
1062,Dell,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics,Windows 10,29783.52,1TB HDD,No additional storage,Intel Core i5
1063,Dell,Notebook,15.6,Full HD 1920x1080,16.0,AMD Radeon R7 M445,Windows 10,52746.6672,2TB HDD,No additional storage,Intel Core i7
1064,MSI,Gaming,15.6,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1060,Windows 10,102777.12,256GB SSD,1TB HDD,Intel Core i7
1065,Dell,Ultrabook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,77682.24,256GB SSD,No additional storage,Intel Core i7
1066,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,64.0,Nvidia GeForce GTX 980 ,Windows 10,211788.0,1TB SSD,No additional storage,Intel Core i7
1067,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,42517.9728,256GB SSD,No additional storage,Intel Core i7
1068,Dell,Gaming,15.6,4K Ultra HD 3840x2160,16.0,Nvidia GeForce GTX 970M,Windows 10,70809.12,256GB SSD,1TB HDD,Intel Core i7
1069,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,8.0,Intel HD Graphics 515,Mac OS X,69264.0,256GB Flash Storage,No additional storage,Intel Core M
1070,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,25679.8944,500GB HDD,No additional storage,Intel Core i3
1071,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,63882.72,500GB HDD,No additional storage,Intel Core i5
1072,HP,Ultrabook,12.5,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,63882.72,256GB SSD,No additional storage,Intel Core i5
1073,HP,Notebook,13.3,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,58075.2,256GB SSD,No additional storage,Intel Core i7
1074,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,8.0,Intel HD Graphics 520,Windows 10,91294.7472,256GB SSD,No additional storage,Intel Core i7
1075,Lenovo,Notebook,17.3,1600x900,8.0,AMD Radeon R5 M330,Windows 10,35111.52,1.0TB HDD,No additional storage,Intel Core i5
1076,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,4.0,Nvidia GeForce GTX 950M,Windows 10,52054.56,1TB HDD,No additional storage,Intel Core i5
1077,MSI,Gaming,17.3,Full HD 1920x1080,16.0,Nvidia GeForce GTX 1070,Windows 10,133146.72,256GB SSD,1TB HDD,Intel Core i7
1078,Lenovo,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,Windows 10,28771.2,500GB HDD,No additional storage,Intel Core i5
1079,HP,Notebook,15.6,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 7,50083.2,500GB HDD,No additional storage,Intel Core i5
1080,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,8.0,Intel HD Graphics 515,Windows 10,74538.72,512GB SSD,No additional storage,Intel Core M
1081,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,32.0,Nvidia GeForce GTX 980M,Windows 10,172627.2,512GB SSD,1.0TB Hybrid,Intel Core i7
1082,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,4.0,Intel HD Graphics 400,Windows 10,34433.2656,64GB Flash Storage,No additional storage,Intel Atom
1083,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,16.0,Intel HD Graphics 620,Windows 10,109170.72,512GB SSD,No additional storage,Intel Core i7
1084,Dell,Notebook,15.6,Full HD 1920x1080,8.0,Intel HD Graphics 620,Windows 10,39960.0,256GB SSD,No additional storage,Intel Core i5
1085,HP,Notebook,14.0,Full HD 1920x1080,4.0,Intel HD Graphics 520,Windows 7,54931.1472,500GB HDD,No additional storage,Intel Core i5
1086,HP,Workstation,15.6,Full HD 1920x1080,8.0,AMD FirePro W4190M,Windows 7,79653.6,256GB SSD,No additional storage,Intel Core i7
1087,Lenovo,Notebook,14.0,Full HD 1920x1080,8.0,Intel HD Graphics 520,Windows 7,63882.72,180GB SSD,No additional storage,Intel Core i5
1088,HP,Notebook,13.3,Quad HD+ 3200x1800,4.0,Intel HD Graphics 515,Chrome OS,32767.2,32GB Flash Storage,No additional storage,Intel Pentium
1089,Acer,Notebook,15.6,1366x768,4.0,AMD Radeon R5,Windows 10,20619.36,500GB HDD,No additional storage,AMD A8-Series
1090,Dell,Notebook,15.6,1366x768,4.0,Intel HD Graphics,Linux,20965.1472,500GB HDD,No additional storage,Intel Pentium
1091,HP,Notebook,15.6,1366x768,4.0,Intel HD Graphics 520,No OS,18434.3472,1TB HDD,No additional storage,Intel Core i3
1092,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,8.0,Nvidia GeForce GTX 1060,Windows 10,85194.72,256GB SSD,1TB HDD,Intel Core i7
1093,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,4.0,AMD Radeon 530,Windows 10,43601.688,256GB SSD,No additional storage,Intel Core i5
1094,HP,Netbook,12.5,1366x768,4.0,Intel HD Graphics 520,Windows 7,85194.72,128GB SSD,No additional storage,Intel Core i5
1095,Acer,Notebook,15.6,Full HD 1920x1080,8.0,Nvidia GeForce GTX 950M,Windows 10,42570.72,256GB SSD,1TB HDD,Intel Core i5
